"","X","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","dateupload","datetaken","datetakengranularity","datetakenunknown","tags","accuracy","context","place_id","woeid","geo_is_family","geo_is_friend","geo_is_contact","geo_is_public","url_z","height_z","width_z","url_o","height_o","width_o","year","URL","long","lat","canopy_pct","elevation","slope","srad","stream_dist","asp","cold_air_ind","srad_noc","relev_30m","X_UTM","Y_UTM","acc_times","grid100","grid500","grid1000","grid5000","water_year","sdd_pred","sdd_lwr","sdd_upr","sdd_range","yearfact","datetaken_DOY","days_since_snow","min_dist_center","nearest_center"
"11466",19663,21576742008,"35265998@N03","ae5d3f5a4f",5823,6,"Mountain Flower",1,0,0,1443383609,2014-07-25,0,0,"flowers nature sunrise washington unitedstates sunrisewashingtonunitedstates",16,0,"Uf8Je5pQUL._aKXH3A",12590466,0,0,0,1,"https://farm6.staticflickr.com/5823/21576742008_ae5d3f5a4f_z.jpg",427,640,"https://farm6.staticflickr.com/5823/21576742008_dc099a95cb_o.jpg",1825,2738,2014,"http://flickr.com/photos/35265998@N03/21576742008",-121.507153,46.862461,0,1773.2822265625,30.3123168945312,8177.2197265625,15.8324594497681,182.919480645595,0.460249990224838,2556092,-0.585550109670294,613783.5,5190961.5,1.02889862977719,57699,2314,602,2314,2014,173.915860933442,164.890213084822,183.698563464246,18.8083503794239,"2014",206,32,1245.79333853289,"Tipsoo"
"11467",19664,20956199983,"60560662@N03","8cd2fefa24",642,1,"Inspiration point, Mt Rainier",1,0,0,1442780373,2014-07-18,0,0,"park sunset washington mt unitedstates nps national rainier packwood",16,0,"YyvdiXtQUL.qk8cwNQ",12590460,0,0,0,1,"https://farm1.staticflickr.com/642/20956199983_8cd2fefa24_z.jpg",360,640,"https://farm1.staticflickr.com/642/20956199983_a99297b3c0_o.jpg",360,640,2014,"http://flickr.com/photos/60560662@N03/20956199983",-121.744276,46.773488,0,1478.60778808594,1.70338678359985,6341.857421875,20.0750503540039,45.9674287335852,0.384750008583069,1662066,3.2272756678824,595870.5,5180758.5,0.607729430341573,95769,3853,964,3853,2014,166.957399562414,160.440693215633,173.56947827793,13.1287850622968,"2014",199,32,1504.97961472129,"Paradise"
"11468",19673,19443667329,"34284681@N07","00d49680af",3699,4,"Avalanche Lilly",1,0,0,1436704221,2014-07-26,0,0,"flowers portfolio mtrainier roadtripday9 roadtrip2014",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm4.staticflickr.com/3699/19443667329_00d49680af_z.jpg",640,424,NA,NA,NA,2014,"http://flickr.com/photos/34284681@N07/19443667329",-121.725328,46.789433,1,1592.30004882812,36.8662643432617,1015.01794433594,1.83096766471863,286.307316978081,0.697499990463257,1895925,-5.72926113959056,597286.5,5182552.5,0.694853910714233,89034,3556,889,3556,2014,174.219667616968,167.502939909734,180.853658881252,13.3507189715187,"2014",207,33,933.205173992633,"Paradise"
"11469",19675,18533036466,"26708502@N08","f972071f84",413,1,"",1,0,0,1433679119,2014-07-18,0,0,"",16,0,"YyvdiXtQUL.qk8cwNQ",12590460,0,0,0,1,"https://farm1.staticflickr.com/413/18533036466_f972071f84_z.jpg",640,480,"https://farm1.staticflickr.com/413/18533036466_36549df597_o.jpg",2448,3264,2014,"http://flickr.com/photos/26708502@N08/18533036466",-121.761489,46.777477,0,1361.37438964844,1.28493916988373,7767.337890625,123.909912109375,215.997151642665,0.383249998092651,2019246,1.3524651271689,594547.5,5181181.5,0.50819680319643,94256,3776,963,3776,2014,161.277150451369,155.053354834763,167.791006433341,12.7376515985777,"2014",199,38,2129.97099895488,"Paradise"
"11470",19676,18554969572,"26708502@N08","c9d4107a23",8831,9,"",1,0,0,1433679098,2014-07-18,0,0,"",16,0,"YyvdiXtQUL.qk8cwNQ",12590460,0,0,0,1,"https://farm9.staticflickr.com/8831/18554969572_c9d4107a23_z.jpg",640,480,"https://farm9.staticflickr.com/8831/18554969572_09cc46353b_o.jpg",2448,3264,2014,"http://flickr.com/photos/26708502@N08/18554969572",-121.762298,46.779955,0,1210.19775390625,3.18548846244812,6027.41162109375,94.6449508666992,352.169377985717,0.477375000715256,1472422,2.30274785279425,594481.5,5181454.5,0.445495453656934,93131,3701,925,3701,2014,150.335083428863,143.802382587784,157.048940931358,13.2465583435744,"2014",199,49,2082.66762977741,"Paradise"
"11471",19680,17077403310,"20544648@N06","de3af25b5a",8705,9,"a2001-19-03",1,0,0,1429969953,2014-07-03,0,1,"washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm9.staticflickr.com/8705/17077403310_de3af25b5a_z.jpg",424,640,NA,NA,NA,2014,"http://flickr.com/photos/20544648@N06/17077403310",-121.7327,46.7859,0.333333343267441,1638.31884765625,8.53575706481934,8285.0078125,28.8732929229736,101.895939680544,0.507000029087067,2062073,3.23075755988725,596731.5,5182153.5,0.651008198493981,90528,3630,927,3630,2014,167.896088691177,162.341785505091,174.006912698045,11.6651271929542,"2014",184,16,286.785449200585,"Paradise"
"11472",19681,16644713283,"20544648@N06","7605d048d8",8731,9,"a2001-19-04",1,0,0,1429969954,2014-07-03,0,1,"washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark edithcreek mtrainierwa mountrainierwa",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm9.staticflickr.com/8731/16644713283_7605d048d8_z.jpg",640,424,NA,NA,NA,2014,"http://flickr.com/photos/20544648@N06/16644713283",-121.73005,46.7905,0,1608.20886230469,12.5734643936157,5867.73828125,10.0831718444824,53.3944332845902,0.674000024795532,1782437,-7.4161400057917,596923.5,5182666.5,0.658359709122239,88655,3556,889,3556,2014,193.294832661423,187.080926970852,199.78304743876,12.7021204679082,"2014",184,-9,704.540045343469,"Paradise"
"11473",19682,17264380891,"20544648@N06","78770f4a8e",7662,8,"a2001-19-05",1,0,0,1429969954,2014-07-03,0,1,"washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm8.staticflickr.com/7662/17264380891_78770f4a8e_z.jpg",424,640,NA,NA,NA,2014,"http://flickr.com/photos/20544648@N06/17264380891",-121.7267,46.7898,0,1597.63110351562,19.9907817840576,7451.51123046875,15.9378347396851,249.251374744946,0.616874992847443,2079972,2.86690677679076,597181.5,5182591.5,0.646128644945814,88658,3556,889,3556,2014,164.842106733707,159.236744472858,170.712153122075,11.475408649217,"2014",184,19,859.111874484813,"Paradise"
"11474",19683,17264369971,"20544648@N06","98202558f8",8689,9,"a2001-19-06",1,0,0,1429969955,2014-07-03,0,1,"washington mountrainier mountrainiernationalpark reflectionlake mtrainier mtrainiernationalpark mtrainierwa mountrainierwa",16,0,"YyvdiXtQUL.qk8cwNQ",12590460,0,0,0,1,"https://farm9.staticflickr.com/8689/17264369971_98202558f8_z.jpg",424,640,NA,NA,NA,2014,"http://flickr.com/photos/20544648@N06/17264369971",-121.7308,46.7683,0,1486.38891601562,17.8305015563965,8684.6171875,38,33.6720774277919,0.524124979972839,1632629,0.792041477721114,596908.5,5180197.5,0.625707521383694,97655,3931,1003,3931,2014,162.717524157076,156.973570019663,168.536586950469,11.5630169308058,"2014",184,21,2006.44956097827,"Paradise"
"11475",19684,17078678449,"20544648@N06","51b11607b3",8761,9,"a2001-19-07",1,0,0,1429969956,2014-07-03,0,1,"washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark stevenscanyon mtrainierwa mountrainierwa",16,0,"YyvdiXtQUL.qk8cwNQ",12590460,0,0,0,1,"https://farm9.staticflickr.com/8761/17078678449_51b11607b3_z.jpg",424,640,NA,NA,NA,2014,"http://flickr.com/photos/20544648@N06/17078678449",-121.7,46.7662,0,1343.00329589844,32.8653411865234,6654.328125,161.014495849609,52.4835705615297,0.389999985694885,1380546,3.5055782667107,599263.5,5180002.5,0.733147519792389,98428,3935,1005,3935,2014,145.734646884051,139.154488498299,153.070825389987,13.9163368916887,"2014",184,38,3543.37718429454,"Paradise"
