X.1,X,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_z,height_z,width_z,url_o,height_o,width_o,year,URL,long,lat,canopy_pct,elevation,slope,srad,stream_dist,asp,cold_air_ind,srad_noc,relev_30m,X_UTM,Y_UTM,acc_times,grid100,grid500,grid1000,grid5000,water_year,sdd_pred,sdd_lwr,sdd_upr,sdd_range,yearfact,datetaken_DOY,days_since_snow,min_dist_center,nearest_center,datePOSIX,UniqueID,Collector,Species,Phenophase,Nonfocal_spp,Notes
9615,16844,8727971954,42821432@N02,64662e426d,7380,8,"Unknown Falls, Mt. Rainier",1,0,0,1368244658,5/10/13,0,0,washington unitedstates packwood,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm8.staticflickr.com/7380/8727971954_64662e426d_z.jpg,640,427,https://farm8.staticflickr.com/7380/8727971954_c85cf650f6_o.jpg,1224,816,2013,http://flickr.com/photos/42821432@N02/8727971954,-121.765603,46.776961,1,1242.817749,40.33918381,5206.407715,190.5168457,318.0287812,0.43887499,1083564,0.259002397,594235.5,5181118.5,0.568142036,94253,3775,962,3775,2013,138.9477964,133.3996029,144.8634366,11.46383364,2013,130,-9,2438.021878,Paradise,5/10/13,42821432@N02.8727971954,IB,nf,nf,0,
9375,16423,9208349745,45551294@N05,9a4fea6673,3808,4,_DSC7876 Kopie,1,0,0,1372963692,5/31/13,0,0,,16,0,b80QkTdTVr66MK1e,2441695,0,0,0,1,https://farm4.staticflickr.com/3808/9208349745_9a4fea6673_z.jpg,640,427,https://farm4.staticflickr.com/3808/9208349745_17a189730d_o.jpg,1024,683,2013,http://flickr.com/photos/45551294@N05/9208349745,-121.781298,46.76995,1,1278.11438,57.1758461,4235.35498,162.8578186,345.4329749,0.303375006,907717,4.004560886,593050.5,5180320.5,0.675417544,97241,3848,961,3848,2013,136.375763,129.1497198,144.3953637,15.2456439,2013,151,15,3855.71599,Paradise,5/31/13,45551294@N05.9208349745,IB,nf,nf,0,
9598,16803,8929198761,14578207@N07,3f6c567c13,3792,4,Nisqually Glacier Viewpoint,1,0,0,1370212506,6/1/13,0,0,,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm4.staticflickr.com/3792/8929198761_3f6c567c13_z.jpg,640,480,https://farm4.staticflickr.com/3792/8929198761_776d52c158_o.jpg,1024,768,2013,http://flickr.com/photos/14578207@N07/8929198761,-121.747162,46.787234,0.777777791,1566.696655,51.44672394,1404.782959,46.10495377,333.6907223,0.41475001,509442,-2.938673723,595624.5,5182282.5,1.418667473,90142,3628,926,3628,2013,163.0393607,156.6453284,169.4853002,12.8399718,2013,152,-11,830.9346836,Paradise,6/1/13,14578207@N07.8929198761,IB,nf,nf,0,
9594,16799,8929199213,14578207@N07,8998ef69d4,8274,9,Nisqually Glacier,1,0,0,1370212508,6/1/13,0,0,,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8274/8929199213_8998ef69d4_z.jpg,640,480,https://farm9.staticflickr.com/8274/8929199213_6726e9c1b0_o.jpg,1024,768,2013,http://flickr.com/photos/14578207@N07/8929199213,-121.747162,46.787234,0.777777791,1566.696655,51.44672394,1404.782959,46.10495377,333.6907223,0.41475001,509442,-2.938673723,595624.5,5182282.5,1.418667473,90142,3628,926,3628,2013,163.0393607,156.6453284,169.4853002,12.8399718,2013,152,-11,830.9346836,Paradise,6/1/13,14578207@N07.8929199213,IB,nf,nf,0,
9593,16798,8929199309,14578207@N07,91d13d47cd,7402,8,Nisqually Vista Trail,1,0,0,1370212509,6/1/13,0,0,,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm8.staticflickr.com/7402/8929199309_91d13d47cd_z.jpg,480,640,https://farm8.staticflickr.com/7402/8929199309_507f93817e_o.jpg,768,1024,2013,http://flickr.com/photos/14578207@N07/8929199309,-121.747162,46.787234,0.777777791,1566.696655,51.44672394,1404.782959,46.10495377,333.6907223,0.41475001,509442,-2.938673723,595624.5,5182282.5,1.418667473,90142,3628,926,3628,2013,163.0393607,156.6453284,169.4853002,12.8399718,2013,152,-11,830.9346836,Paradise,6/1/13,14578207@N07.8929199309,IB,nf,nf,0,
9596,16801,8929806802,14578207@N07,693c978ca9,2816,3,Rainier from Nisqually Glacier Viewpoint,1,0,0,1370212506,6/1/13,0,0,,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm3.staticflickr.com/2816/8929806802_693c978ca9_z.jpg,480,640,https://farm3.staticflickr.com/2816/8929806802_68a969a95a_o.jpg,768,1024,2013,http://flickr.com/photos/14578207@N07/8929806802,-121.747162,46.787234,0.777777791,1566.696655,51.44672394,1404.782959,46.10495377,333.6907223,0.41475001,509442,-2.938673723,595624.5,5182282.5,1.418667473,90142,3628,926,3628,2013,163.0393607,156.6453284,169.4853002,12.8399718,2013,152,-11,830.9346836,Paradise,6/1/13,14578207@N07.8929806802,IB,nf,nf,0,
9597,16802,8929806864,14578207@N07,a90f5c7060,2867,3,Nisqually Glacier Viewpoint,1,0,0,1370212506,6/1/13,0,0,,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm3.staticflickr.com/2867/8929806864_a90f5c7060_z.jpg,480,640,https://farm3.staticflickr.com/2867/8929806864_147d4f1c34_o.jpg,768,1024,2013,http://flickr.com/photos/14578207@N07/8929806864,-121.747162,46.787234,0.777777791,1566.696655,51.44672394,1404.782959,46.10495377,333.6907223,0.41475001,509442,-2.938673723,595624.5,5182282.5,1.418667473,90142,3628,926,3628,2013,163.0393607,156.6453284,169.4853002,12.8399718,2013,152,-11,830.9346836,Paradise,6/1/13,14578207@N07.8929806864,IB,nf,nf,0,
9595,16800,8929806928,14578207@N07,cd1abca9c8,7288,8,Nisqually Glacier Viewpoint,1,0,0,1370212506,6/1/13,0,0,,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm8.staticflickr.com/7288/8929806928_cd1abca9c8_z.jpg,640,480,https://farm8.staticflickr.com/7288/8929806928_f0b71df2f8_o.jpg,1024,768,2013,http://flickr.com/photos/14578207@N07/8929806928,-121.747162,46.787234,0.777777791,1566.696655,51.44672394,1404.782959,46.10495377,333.6907223,0.41475001,509442,-2.938673723,595624.5,5182282.5,1.418667473,90142,3628,926,3628,2013,163.0393607,156.6453284,169.4853002,12.8399718,2013,152,-11,830.9346836,Paradise,6/1/13,14578207@N07.8929806928,IB,nf,nf,0,
9592,16797,8929807386,14578207@N07,0b72b5537d,3720,4,Nisqually Vista Trail,1,0,0,1370212509,6/1/13,0,0,,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm4.staticflickr.com/3720/8929807386_0b72b5537d_z.jpg,480,640,https://farm4.staticflickr.com/3720/8929807386_72d3639064_o.jpg,768,1024,2013,http://flickr.com/photos/14578207@N07/8929807386,-121.747162,46.787234,0.777777791,1566.696655,51.44672394,1404.782959,46.10495377,333.6907223,0.41475001,509442,-2.938673723,595624.5,5182282.5,1.418667473,90142,3628,926,3628,2013,163.0393607,156.6453284,169.4853002,12.8399718,2013,152,-11,830.9346836,Paradise,6/1/13,14578207@N07.8929807386,IB,nf,nf,0,
9586,16790,8929818613,94929945@N00,7519be5895,7429,8,Mount Rainier Day Drive,1,0,0,1370216811,6/2/13,0,0,uploaded:by=flickrmobile flickriosapp:filter=nofilter,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm8.staticflickr.com/7429/8929818613_7519be5895_z.jpg,640,640,NA,NA,NA,2013,http://flickr.com/photos/94929945@N00/8929818613,-121.750334,46.783666,0.666666687,1554.545532,37.34857178,4050.428223,116.7290344,345.6814343,0.378874987,1275564,2.314084604,595387.5,5181883.5,0.620348272,91640,3628,926,3628,2013,157.0002922,151.7551721,162.3052824,10.55011033,2013,153,-4,1090.218917,Paradise,6/2/13,94929945@N00.8929818613,IB,nf,nf,0,
9584,16783,8929850931,94929945@N00,9bc48ccb12,3813,4,Mount Rainier Day Drive,1,0,0,1370217037,6/2/13,0,0,uploaded:by=flickrmobile flickriosapp:filter=nofilter,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3813/8929850931_9bc48ccb12_z.jpg,480,640,NA,NA,NA,2013,http://flickr.com/photos/94929945@N00/8929850931,-121.718167,46.766,0,1459.547729,4.725205421,7972.043945,18.26657295,13.03700408,0.642750025,1448806,0.453160042,597877.5,5179957.5,0.639823955,98789,3932,1004,3932,2013,169.7301479,164.1869868,175.3157464,11.12875956,2013,153,-17,2618.813299,Paradise,6/2/13,94929945@N00.8929850931,IB,nf,nf,0,
9583,16782,8929857875,94929945@N00,26b88422e6,5332,6,Mount Rainier Day Drive,1,0,0,1370217087,6/2/13,0,0,uploaded:by=flickrmobile flickriosapp:filter=nofilter,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5332/8929857875_26b88422e6_z.jpg,613,640,NA,NA,NA,2013,http://flickr.com/photos/94929945@N00/8929857875,-121.718167,46.766,0,1459.547729,4.725205421,7972.043945,18.26657295,13.03700408,0.642750025,1448806,0.453160042,597877.5,5179957.5,0.639823955,98789,3932,1004,3932,2013,169.7301479,164.1869868,175.3157464,11.12875956,2013,153,-17,2618.813299,Paradise,6/2/13,94929945@N00.8929857875,IB,nf,nf,0,
