id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_z,height_z,width_z,url_o,height_o,width_o,year,URL,long,lat,canopy_pct,elevation,slope,srad,stream_dist,asp,cold_air_ind,srad_noc,relev_30m,X_UTM,Y_UTM,acc_times,grid100,grid500,grid1000,grid5000,water_year,sdd_pred,sdd_lwr,sdd_upr,sdd_range,yearfact,datetaken_DOY,days_since_snow,min_dist_center,nearest_center,Collector,Species ,Phenophase,Nonfocal_spp,Notes,Species List 
15589847844,57151014@N02,73da828b35,8594,9,IMG_0037,1,0,0,1420529761,7/17/11,0,0,wildlife,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8594/15589847844_73da828b35_z.jpg,478,640,https://farm9.staticflickr.com/8594/15589847844_038f4f6b6a_o.jpg,1936,2592,2011,http://flickr.com/photos/57151014@N02/15589847844,-121.736834,46.785833,1,1652.487793,0.420829535,8316.181641,7.326105118,275.6577506,0.516499996,2005850,0.280413221,596416.5,5182138.5,0.652493682,90525,3630,927,3630,2011,205.6720422,200.2591381,211.41982,11.16068191,2011,198,-8,30.35075503,Paradise,IB,NF,NF,0,,Short
16107823632,26683667@N00,34fded0dbb,8657,9,Tatoosh Mountains Above Paradise,1,0,0,1419574414,2/19/11,0,0,park trees winter white snow mountains washington nationalpark paradise seasons unitedstates pacificnorthwest wa snowshoeing pacificcresttrail pct february pnw ashford rugged snowscape mountainrange tatoosh paradisepark mtrainiernationalpark snowclad tatooshmountains,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm9.staticflickr.com/8657/16107823632_34fded0dbb_z.jpg,213,640,NA,NA,NA,2011,http://flickr.com/photos/26683667@N00/16107823632,-121.735528,46.797116,0,1835.148926,26.40642166,8355.130859,12.39631462,114.8364019,0.447124988,2147222,-0.148811798,596494.5,5183395.5,1.119823707,85651,3405,851,3405,2011,209.8933513,204.4249237,215.2207455,10.79582179,2011,50,-160,1246.874609,Paradise,IB,NF,NF,0,,Short
14061215170,33202667@N08,bb9bffa6bb,2919,3,073011_097_Mount Rainier,1,0,0,1400802057,7/30/11,0,0,washington fox mountrainiernationalpark,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2919/14061215170_bb9bffa6bb_z.jpg,427,640,https://farm3.staticflickr.com/2919/14061215170_99cabd9567_o.jpg,1074,1611,2011,http://flickr.com/photos/33202667@N08/14061215170,-121.72602,46.789563,0,1596.234497,3.508613348,8431.695313,38.47943115,182.1953971,0.628875017,2179009,-2.421597743,597235.5,5182567.5,0.626326233,89033,3556,889,3556,2011,213.7520457,208.3595384,219.5356768,11.17613844,2011,211,-3,894.385208,Paradise,IB,NF,NF,0,,Short
14245620492,33202667@N08,165efae84a,2896,3,073011_099_Mount Rainier,1,0,0,1400802057,7/30/11,0,0,washington fox mountrainiernationalpark,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2896/14245620492_165efae84a_z.jpg,427,640,https://farm3.staticflickr.com/2896/14245620492_03111502a6_o.jpg,2027,3041,2011,http://flickr.com/photos/33202667@N08/14245620492,-121.72602,46.789555,0,1596.234497,3.508613348,8431.695313,38.47943115,182.1953971,0.628875017,2179009,-2.421597743,597235.5,5182567.5,0.626326233,89033,3556,889,3556,2011,213.7520457,208.3595384,219.5356768,11.17613844,2011,211,-3,894.385208,Paradise,IB,NF,NF,0,,Short
14061159778,33202667@N08,a0cc497149,2938,3,073011_100_Mount Rainier,1,0,0,1400802058,7/30/11,0,0,washington fox mountrainiernationalpark,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2938/14061159778_a0cc497149_z.jpg,427,640,https://farm3.staticflickr.com/2938/14061159778_36a8501000_o.jpg,2068,3102,2011,http://flickr.com/photos/33202667@N08/14061159778,-121.72602,46.789555,0,1596.234497,3.508613348,8431.695313,38.47943115,182.1953971,0.628875017,2179009,-2.421597743,597235.5,5182567.5,0.626326233,89033,3556,889,3556,2011,213.7520457,208.3595384,219.5356768,11.17613844,2011,211,-3,894.385208,Paradise,IB,NF,NF,0,,Short
14245617072,33202667@N08,87aac276cd,2899,3,073011_123_Mount Rainier,1,0,0,1400802058,7/30/11,0,0,waterfall washington mountrainiernationalpark,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2899/14245617072_87aac276cd_z.jpg,640,359,https://farm3.staticflickr.com/2899/14245617072_36bf7a06c6_o.jpg,4912,2760,2011,http://flickr.com/photos/33202667@N08/14245617072,-121.702751,46.77575,0,1223.748901,5.409086227,8204.09082,22.68626595,128.1320578,0.626749992,1661957,2.34126508,599035.5,5181061.5,0.62349285,94676,3785,967,3785,2011,180.9064039,174.0575588,187.9650423,13.90748354,2011,211,30,2809.988499,Paradise,IB,NF,NF,0,,Short
14244514461,33202667@N08,6e254ceb50,2918,3,073011_127_Mount Rainier,1,0,0,1400802059,7/30/11,0,0,deer mountrainiernationalpark,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm3.staticflickr.com/2918/14244514461_6e254ceb50_z.jpg,427,640,https://farm3.staticflickr.com/2918/14244514461_25b8b079ae_o.jpg,2366,3549,2011,http://flickr.com/photos/33202667@N08/14244514461,-121.7438,46.773777,0,1476.97998,2.864272594,6940.594727,18.23951149,68.47981978,0.451875001,1597364,0.000765924,595906.5,5180791.5,0.588894435,95395,3779,964,3779,2011,201.7963268,196.1040662,207.874838,11.77077182,2011,211,9,1460.886536,Paradise,IB,NF,NF,0,,Short
14060165048,33202667@N08,36631f6b7f,5553,6,073011_10_Mount Rainier,1,0,0,1400789845,7/30/11,0,0,washington mountrainiernationalpark reflectionlake,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5553/14060165048_36631f6b7f_z.jpg,359,640,https://farm6.staticflickr.com/5553/14060165048_8d21070dc8_o.jpg,2760,4912,2011,http://flickr.com/photos/33202667@N08/14060165048,-121.724859,46.769063,0,1489.583374,1.890189648,9292.500977,20,356.7254085,0.511749983,1602296,-0.140541438,597358.5,5180290.5,0.625825224,97284,3856,965,3856,2011,202.1321293,196.1495054,208.1959004,12.04639498,2011,211,9,2071.540015,Paradise,IB,Lupinus arcticus,Flowering,0,Roadside,Short
14060165048,33202667@N08,36631f6b7f,5553,6,073011_10_Mount Rainier,1,0,0,1400789845,7/30/11,0,0,washington mountrainiernationalpark reflectionlake,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5553/14060165048_36631f6b7f_z.jpg,359,640,https://farm6.staticflickr.com/5553/14060165048_8d21070dc8_o.jpg,2760,4912,2011,http://flickr.com/photos/33202667@N08/14060165048,-121.724859,46.769063,0,1489.583374,1.890189648,9292.500977,20,356.7254085,0.511749983,1602296,-0.140541438,597358.5,5180290.5,0.625825224,97284,3856,965,3856,2011,202.1321293,196.1495054,208.1959004,12.04639498,2011,211,9,2071.540015,Paradise,IB,Valeriana sitchensis,Flowering,0,Roadside,Short
14060165048,33202667@N08,36631f6b7f,5553,6,073011_10_Mount Rainier,1,0,0,1400789845,7/30/11,0,0,washington mountrainiernationalpark reflectionlake,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5553/14060165048_36631f6b7f_z.jpg,359,640,https://farm6.staticflickr.com/5553/14060165048_8d21070dc8_o.jpg,2760,4912,2011,http://flickr.com/photos/33202667@N08/14060165048,-121.724859,46.769063,0,1489.583374,1.890189648,9292.500977,20,356.7254085,0.511749983,1602296,-0.140541438,597358.5,5180290.5,0.625825224,97284,3856,965,3856,2011,202.1321293,196.1495054,208.1959004,12.04639498,2011,211,9,2071.540015,Paradise,IB,Other,Flowering,1,"Spirea, roadside",Short
