"","X","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","dateupload","datetaken","datetakengranularity","datetakenunknown","tags","accuracy","context","place_id","woeid","geo_is_family","geo_is_friend","geo_is_contact","geo_is_public","url_z","height_z","width_z","url_o","height_o","width_o","year","URL","long","lat","canopy_pct","elevation","slope","srad","stream_dist","asp","cold_air_ind","srad_noc","relev_30m","X_UTM","Y_UTM","acc_times","grid100","grid500","grid1000","grid5000","water_year","sdd_pred","sdd_lwr","sdd_upr","sdd_range","yearfact","datetaken_DOY","days_since_snow","min_dist_center","nearest_center"
"3275",6883,15589847844,"57151014@N02","73da828b35",8594,9,"IMG_0037",1,0,0,1420529761,2011-07-17,0,0,"wildlife",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm9.staticflickr.com/8594/15589847844_73da828b35_z.jpg",478,640,"https://farm9.staticflickr.com/8594/15589847844_038f4f6b6a_o.jpg",1936,2592,2011,"http://flickr.com/photos/57151014@N02/15589847844",-121.736834,46.785833,1,1652.48779296875,0.42082953453064,8316.181640625,7.32610511779785,275.657750562045,0.516499996185303,2005850,0.280413221486469,596416.5,5182138.5,0.652493682143114,90525,3630,927,3630,2011,205.672042196373,200.259138086704,211.419819999699,11.1606819129943,"2011",198,-8,30.3507550339258,"Paradise"
"3276",6884,16107823632,"26683667@N00","34fded0dbb",8657,9,"Tatoosh Mountains Above Paradise",1,0,0,1419574414,2011-02-19,0,0,"park trees winter white snow mountains washington nationalpark paradise seasons unitedstates pacificnorthwest wa snowshoeing pacificcresttrail pct february pnw ashford rugged snowscape mountainrange tatoosh paradisepark mtrainiernationalpark snowclad tatooshmountains",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm9.staticflickr.com/8657/16107823632_34fded0dbb_z.jpg",213,640,NA,NA,NA,2011,"http://flickr.com/photos/26683667@N00/16107823632",-121.735528,46.797116,0,1835.14892578125,26.406421661377,8355.130859375,12.3963146209717,114.836401891953,0.447124987840652,2147222,-0.148811797613462,596494.5,5183395.5,1.11982370692365,85651,3405,851,3405,2011,209.8933513061,204.424923706808,215.220745492596,10.7958217857878,"2011",50,-160,1246.87460910678,"Paradise"
"3277",6885,14061215170,"33202667@N08","bb9bffa6bb",2919,3,"073011_097_Mount Rainier",1,0,0,1400802057,2011-07-30,0,0,"washington fox mountrainiernationalpark",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm3.staticflickr.com/2919/14061215170_bb9bffa6bb_z.jpg",427,640,"https://farm3.staticflickr.com/2919/14061215170_99cabd9567_o.jpg",1074,1611,2011,"http://flickr.com/photos/33202667@N08/14061215170",-121.72602,46.789563,0,1596.23449707031,3.5086133480072,8431.6953125,38.4794311523438,182.19539709785,0.628875017166138,2179009,-2.42159774250695,597235.5,5182567.5,0.626326233071558,89033,3556,889,3556,2011,213.752045685314,208.359538358805,219.535676800248,11.1761384414424,"2011",211,-3,894.38520801087,"Paradise"
"3278",6886,14245620492,"33202667@N08","165efae84a",2896,3,"073011_099_Mount Rainier",1,0,0,1400802057,2011-07-30,0,0,"washington fox mountrainiernationalpark",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm3.staticflickr.com/2896/14245620492_165efae84a_z.jpg",427,640,"https://farm3.staticflickr.com/2896/14245620492_03111502a6_o.jpg",2027,3041,2011,"http://flickr.com/photos/33202667@N08/14245620492",-121.72602,46.789555,0,1596.23449707031,3.5086133480072,8431.6953125,38.4794311523438,182.19539709785,0.628875017166138,2179009,-2.42159774250695,597235.5,5182567.5,0.626326233071558,89033,3556,889,3556,2011,213.752045685314,208.359538358805,219.535676800248,11.1761384414424,"2011",211,-3,894.38520801087,"Paradise"
"3279",6887,14061159778,"33202667@N08","a0cc497149",2938,3,"073011_100_Mount Rainier",1,0,0,1400802058,2011-07-30,0,0,"washington fox mountrainiernationalpark",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm3.staticflickr.com/2938/14061159778_a0cc497149_z.jpg",427,640,"https://farm3.staticflickr.com/2938/14061159778_36a8501000_o.jpg",2068,3102,2011,"http://flickr.com/photos/33202667@N08/14061159778",-121.72602,46.789555,0,1596.23449707031,3.5086133480072,8431.6953125,38.4794311523438,182.19539709785,0.628875017166138,2179009,-2.42159774250695,597235.5,5182567.5,0.626326233071558,89033,3556,889,3556,2011,213.752045685314,208.359538358805,219.535676800248,11.1761384414424,"2011",211,-3,894.38520801087,"Paradise"
"3280",6888,14245617072,"33202667@N08","87aac276cd",2899,3,"073011_123_Mount Rainier",1,0,0,1400802058,2011-07-30,0,0,"waterfall washington mountrainiernationalpark",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm3.staticflickr.com/2899/14245617072_87aac276cd_z.jpg",640,359,"https://farm3.staticflickr.com/2899/14245617072_36bf7a06c6_o.jpg",4912,2760,2011,"http://flickr.com/photos/33202667@N08/14245617072",-121.702751,46.77575,0,1223.74890136719,5.40908622741699,8204.0908203125,22.6862659454346,128.13205777352,0.626749992370605,1661957,2.34126507972769,599035.5,5181061.5,0.623492849662891,94676,3785,967,3785,2011,180.906403893744,174.057558805177,187.965042344973,13.9074835397959,"2011",211,30,2809.98849852155,"Paradise"
"3281",6889,14244514461,"33202667@N08","6e254ceb50",2918,3,"073011_127_Mount Rainier",1,0,0,1400802059,2011-07-30,0,0,"deer mountrainiernationalpark",16,0,"LNkmboVTVrzmLNg2",2460095,0,0,0,1,"https://farm3.staticflickr.com/2918/14244514461_6e254ceb50_z.jpg",427,640,"https://farm3.staticflickr.com/2918/14244514461_25b8b079ae_o.jpg",2366,3549,2011,"http://flickr.com/photos/33202667@N08/14244514461",-121.7438,46.773777,0,1476.97998046875,2.8642725944519,6940.5947265625,18.2395114898682,68.4798197839714,0.451875001192093,1597364,0.000765923822427794,595906.5,5180791.5,0.588894434977591,95395,3779,964,3779,2011,201.796326782105,196.104066167856,207.874837984845,11.7707718169884,"2011",211,9,1460.88653576455,"Paradise"
"3282",6898,14060165048,"33202667@N08","36631f6b7f",5553,6,"073011_10_Mount Rainier",1,0,0,1400789845,2011-07-30,0,0,"washington mountrainiernationalpark reflectionlake",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm6.staticflickr.com/5553/14060165048_36631f6b7f_z.jpg",359,640,"https://farm6.staticflickr.com/5553/14060165048_8d21070dc8_o.jpg",2760,4912,2011,"http://flickr.com/photos/33202667@N08/14060165048",-121.724859,46.769063,0,1489.58337402344,1.89018964767456,9292.5009765625,20,356.725408492732,0.511749982833862,1602296,-0.140541437673619,597358.5,5180290.5,0.62582522437313,97284,3856,965,3856,2011,202.132129342612,196.149505411456,208.195900396382,12.0463949849256,"2011",211,9,2071.54001526203,"Paradise"
"3283",6902,14223649626,"33202667@N08","f28c790fc9",5494,6,"073011_51_Mount Rainier",1,0,0,1400789847,2011-07-30,0,0,"washington mountrainiernationalpark",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm6.staticflickr.com/5494/14223649626_f28c790fc9_z.jpg",359,640,"https://farm6.staticflickr.com/5494/14223649626_7dd05f2d5c_o.jpg",2760,4912,2011,"http://flickr.com/photos/33202667@N08/14223649626",-121.724356,46.769186,0,1487.97888183594,16.2944736480713,6465.521484375,4.04271125793457,318.153986779119,0.537249982357025,1697198,-0.454152393039294,597397.5,5180305.5,0.655589913962016,97285,3857,966,3857,2011,198.186368865047,192.781812188918,203.780208393559,10.9983962046407,"2011",211,13,2075.69836231681,"Paradise"
"3284",6903,14060137868,"33202667@N08","8f5e23b7b0",2904,3,"073011_56_Mount Rainier",1,0,0,1400789848,2011-07-30,0,0,"washington mountrainiernationalpark reflectionlake",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm3.staticflickr.com/2904/14060137868_8f5e23b7b0_z.jpg",359,640,"https://farm3.staticflickr.com/2904/14060137868_b1c8c087ae_o.jpg",2760,4912,2011,"http://flickr.com/photos/33202667@N08/14060137868",-121.724709,46.769047,0,1489.71118164062,11.6859798431396,8989.0703125,18.2665729522705,359.54090120117,0.516749978065491,1654784,-0.123297561983463,597370.5,5180290.5,0.626029260855737,97284,3856,965,3856,2011,198.362426524026,192.526240678585,204.164937148011,11.6386964694258,"2011",211,13,2076.86115453712,"Paradise"
